codigo_reserva,nif_cliente,balcao,hora
5908,773282565,LGW,2025-02-21 19:00:00
5909,514026682,AMS,2025-02-19 03:00:00
5910,283503131,ORY,2025-01-25 12:00:00
5911,965999124,AMS,2025-02-17 14:00:00
5912,133077730,FCO,2025-01-05 09:00:00
5913,367817225,LIS,2025-03-01 17:00:00
5914,103923368,LIS,2025-02-28 05:00:00
5915,786515430,LGW,2025-01-19 18:00:00
5916,216097452,LHR,2025-02-01 21:00:00
5917,472273489,FRA,2025-02-24 23:00:00
5918,182946423,FCO,2025-02-08 00:00:00
5919,795278068,AMS,2025-02-16 16:00:00
5920,146772197,FCO,2025-02-07 01:00:00
5921,268617418,LHR,2025-01-07 23:00:00
5922,244184654,MXP,2025-01-14 11:00:00
5923,733693247,CDG,2025-02-15 19:00:00
5924,801683618,LGW,2025-01-26 11:00:00
5925,320953513,LHR,2025-01-10 09:00:00
5926,445822485,ORY,2025-01-06 10:00:00
5927,878351269,LIS,2025-01-26 10:00:00
5928,452235225,AMS,2025-02-11 23:00:00
5929,355995570,LTN,2025-02-23 21:00:00
5930,764478241,FCO,2025-02-21 09:00:00
5931,328557532,MXP,2025-02-06 15:00:00
5932,338369895,CDG,2025-01-02 21:00:00
5933,111499397,LTN,2025-03-01 22:00:00
5934,294019824,LTN,2025-02-12 23:00:00
5935,234778526,LGW,2025-02-17 12:00:00
5936,614985285,LGW,2025-01-17 08:00:00
5937,593174530,FCO,2025-02-23 09:00:00
5938,794105429,FCO,2025-02-02 20:00:00
5939,610123301,LHR,2025-01-01 16:00:00
5940,989644324,FCO,2025-01-30 16:00:00
5941,212954711,MXP,2025-01-13 05:00:00
5942,959258018,LGW,2025-03-01 22:00:00
5943,978249521,LIS,2025-02-20 19:00:00
5944,152088791,MXP,2025-02-02 04:00:00
5945,167509982,LIS,2025-02-07 16:00:00
5946,284204399,MXP,2025-02-21 19:00:00
5947,979448027,LTN,2025-01-14 03:00:00
5948,131862222,FCO,2025-02-26 05:00:00
5949,297577944,LHR,2025-02-21 12:00:00
5950,429775011,LHR,2025-01-18 02:00:00
5951,832435485,LHR,2025-02-08 16:00:00
5952,797924673,LHR,2025-02-28 02:00:00
5953,974356032,FCO,2025-02-19 19:00:00
5954,848840245,LHR,2025-01-17 01:00:00
5955,350435760,LIS,2025-01-21 20:00:00
5956,325718367,LTN,2025-02-27 00:00:00
5957,815645900,FRA,2025-02-04 00:00:00
5958,278757935,MXP,2025-02-12 16:00:00
5959,560037236,ORY,2025-01-04 08:00:00
5960,347071297,AMS,2025-02-23 04:00:00
5961,703288404,CDG,2025-02-19 05:00:00
5962,759093005,LTN,2025-02-20 13:00:00
5963,587014652,AMS,2025-01-03 14:00:00
5964,255747163,AMS,2025-01-30 03:00:00
5965,700997164,FRA,2025-02-17 03:00:00
5966,931898201,ORY,2025-02-23 00:00:00
5967,547973338,FCO,2025-01-24 09:00:00
5968,538331934,FCO,2025-02-22 22:00:00
5969,578296103,FRA,2025-01-26 00:00:00
5970,633612676,LHR,2025-02-04 19:00:00
5971,356179723,AMS,2025-02-20 12:00:00
5972,864653472,FRA,2025-01-28 13:00:00
5973,646405466,LHR,2025-02-07 12:00:00
5974,651227579,FRA,2025-02-17 03:00:00
5975,524568952,ORY,2025-01-31 04:00:00
5976,696064671,LTN,2025-02-24 03:00:00
5977,114314118,AMS,2025-02-09 02:00:00
5978,200146993,MXP,2025-02-25 14:00:00
5979,703328121,ORY,2025-02-03 08:00:00
5980,593765769,FCO,2025-01-11 09:00:00
5981,691675790,ORY,2025-01-29 07:00:00
5982,958041971,LTN,2025-01-25 01:00:00
5983,171584613,ORY,2025-01-21 07:00:00
5984,334039621,FRA,2025-02-16 18:00:00
5985,944822885,LTN,2025-01-13 13:00:00
5986,309031735,FCO,2025-01-16 16:00:00
5987,583230193,CDG,2025-01-10 02:00:00
5988,386149189,LTN,2025-01-30 22:00:00
5989,322827054,LTN,2025-02-27 14:00:00
5990,191428667,ORY,2025-02-25 01:00:00
5991,302935115,MXP,2025-01-19 05:00:00
5992,879076775,LIS,2025-02-26 16:00:00
5993,645193540,LGW,2025-01-29 00:00:00
5994,706132190,MXP,2025-02-07 08:00:00
5995,779600929,LTN,2025-02-18 22:00:00
5996,230175451,LGW,2025-01-27 10:00:00
5997,292610751,LTN,2025-01-24 23:00:00
5998,974722811,FRA,2025-01-11 02:00:00
5999,841471439,LGW,2025-01-01 15:00:00
6000,935696363,FRA,2025-01-09 10:00:00
6001,659327763,FCO,2025-01-07 22:00:00
6002,642688403,LGW,2025-01-13 23:00:00
6003,828308597,LHR,2025-02-27 19:00:00
6004,801101068,LTN,2025-02-02 09:00:00
6005,336306123,LGW,2025-01-14 13:00:00
6006,830534062,CDG,2025-02-04 23:00:00
6007,616546064,FRA,2025-02-02 14:00:00
6008,844447963,LHR,2025-01-29 23:00:00
6009,357271769,LGW,2025-01-24 16:00:00
6010,484665386,LIS,2025-02-17 01:00:00
6011,962519582,LTN,2025-01-30 06:00:00
6012,756667411,LGW,2025-01-24 08:00:00
6013,100829288,ORY,2025-02-26 17:00:00
6014,173250605,LGW,2025-01-26 02:00:00
6015,872190100,AMS,2025-01-09 19:00:00
6016,610637144,LTN,2025-02-27 22:00:00
6017,632967583,FCO,2025-02-19 12:00:00
6018,392776809,CDG,2025-02-14 15:00:00
6019,417553208,FCO,2025-01-13 21:00:00
6020,523022624,LIS,2025-02-20 03:00:00
6021,281029061,AMS,2025-01-03 02:00:00
6022,664267965,CDG,2025-01-20 02:00:00
6023,950685612,LHR,2025-01-19 21:00:00
6024,992874869,LTN,2025-02-23 05:00:00
6025,829011036,FCO,2025-02-05 02:00:00
6026,485197703,LGW,2025-02-18 22:00:00
6027,706032475,ORY,2025-02-23 17:00:00
6028,649209188,MXP,2025-01-14 17:00:00
6029,116146727,AMS,2025-02-01 12:00:00
6030,228302580,LIS,2025-02-20 10:00:00
6031,374082332,MXP,2025-01-04 22:00:00
6032,181152155,LTN,2025-02-16 11:00:00
6033,540594592,LIS,2025-01-11 04:00:00
6034,737273525,CDG,2025-02-05 07:00:00
6035,574693538,LTN,2025-01-07 07:00:00
6036,400019658,FCO,2025-02-04 06:00:00
6037,498175316,FCO,2025-01-31 03:00:00
6038,779688225,LHR,2025-02-19 19:00:00
6039,460812334,LHR,2025-01-07 05:00:00
6040,473751545,AMS,2025-02-20 05:00:00
6041,235550388,CDG,2025-02-04 05:00:00
6042,929670122,FRA,2025-01-30 18:00:00
6043,409860037,ORY,2025-02-14 20:00:00
6044,403459625,CDG,2025-03-02 13:00:00
6045,716884507,CDG,2025-02-05 04:00:00
6046,528502079,CDG,2025-01-01 13:00:00
6047,180859983,LHR,2025-02-26 15:00:00
6048,675120992,ORY,2025-01-01 21:00:00
6049,537700933,AMS,2025-02-14 17:00:00
6050,426005882,LTN,2025-02-14 02:00:00
6051,948866055,LGW,2025-01-29 21:00:00
6052,721564834,LGW,2025-01-05 14:00:00
6053,253190736,AMS,2025-02-23 09:00:00
6054,949065291,CDG,2025-01-15 07:00:00
6055,676456204,ORY,2025-01-13 04:00:00
6056,655094104,LTN,2025-01-26 23:00:00
6057,319544683,FRA,2025-02-18 16:00:00
6058,136603354,LHR,2025-01-23 05:00:00
6059,390395996,LIS,2025-02-13 00:00:00
6060,986618090,FRA,2025-01-08 06:00:00
6061,793730427,FCO,2025-01-22 14:00:00
6062,594044342,FRA,2025-01-07 11:00:00
6063,353832239,LHR,2025-02-18 22:00:00
6064,728280568,LHR,2025-01-09 18:00:00
6065,344235873,LIS,2025-03-01 17:00:00
6066,520096896,LGW,2025-01-25 19:00:00
6067,476447053,LGW,2025-01-02 09:00:00
6068,849207613,LHR,2025-02-17 02:00:00
6069,539908271,LHR,2025-01-14 08:00:00
6070,436207583,FRA,2025-02-05 14:00:00
6071,717509801,FRA,2025-02-28 10:00:00
6072,545973495,MXP,2025-01-25 16:00:00
6073,903735605,LTN,2025-01-17 17:00:00
6074,446495323,LHR,2025-01-26 17:00:00
6075,337278988,LHR,2025-01-28 03:00:00
6076,202444448,FCO,2025-02-13 03:00:00
6077,524202626,CDG,2025-01-28 15:00:00
6078,186379627,LHR,2025-01-21 01:00:00
6079,850771385,ORY,2025-01-05 05:00:00
6080,481394672,FCO,2025-02-16 15:00:00
6081,265024627,ORY,2025-01-31 00:00:00
6082,593568681,LHR,2025-02-20 14:00:00
6083,959985299,ORY,2025-02-09 03:00:00
6084,271538012,LGW,2025-02-16 20:00:00
6085,746690454,ORY,2025-01-12 13:00:00
6086,500765827,CDG,2025-01-19 21:00:00
6087,929636483,FCO,2025-01-22 23:00:00
6088,452709870,LTN,2025-01-23 21:00:00
6089,307258747,LIS,2025-01-12 23:00:00
6090,426242966,FCO,2025-03-01 06:00:00
6091,218675228,AMS,2025-02-01 10:00:00
6092,411518728,LGW,2025-02-06 14:00:00
6093,821010991,ORY,2025-01-12 19:00:00
6094,579869084,MXP,2025-02-18 03:00:00
6095,460817822,FRA,2025-01-04 08:00:00
6096,869878898,CDG,2025-01-20 11:00:00
6097,129208553,LIS,2025-02-09 03:00:00
6098,971306887,FRA,2025-01-02 08:00:00
6099,162565303,FCO,2025-02-26 10:00:00
6100,359289278,LIS,2025-01-04 04:00:00
6101,162176224,FRA,2025-01-09 19:00:00
6102,471506633,AMS,2025-01-20 10:00:00
6103,653456005,MXP,2025-02-01 20:00:00
6104,627799712,CDG,2025-01-22 04:00:00
6105,746183499,MXP,2025-02-27 10:00:00
6106,551075587,LGW,2025-02-15 10:00:00
6107,204164450,LHR,2025-02-20 18:00:00
6108,977683668,MXP,2025-03-01 16:00:00
6109,612241821,LTN,2025-02-02 16:00:00
6110,358920020,AMS,2025-02-11 00:00:00
6111,728814551,LGW,2025-02-03 04:00:00
6112,262943445,LTN,2025-01-28 14:00:00
6113,285900573,CDG,2025-01-01 14:00:00
6114,759154467,LIS,2025-03-01 21:00:00
6115,340251828,FCO,2025-02-19 14:00:00
6116,134559329,FRA,2025-01-18 00:00:00
6117,920275076,ORY,2025-01-25 23:00:00
6118,749759353,FRA,2025-01-23 16:00:00
6119,569853665,LTN,2025-02-22 04:00:00
6120,751779956,LGW,2025-02-08 05:00:00
6121,952993894,AMS,2025-02-07 21:00:00
6122,974853009,LIS,2025-02-20 12:00:00
6123,493229863,MXP,2025-01-06 09:00:00
6124,228912057,LTN,2025-02-09 08:00:00
6125,988612460,CDG,2025-02-11 12:00:00
6126,568639287,FCO,2025-02-09 09:00:00
6127,499463765,LGW,2025-01-10 08:00:00
6128,671236119,AMS,2025-02-18 14:00:00
6129,113013472,LGW,2025-02-23 22:00:00
6130,732261098,FRA,2025-01-25 09:00:00
6131,458759597,LHR,2025-01-23 19:00:00
6132,185009211,CDG,2025-01-29 03:00:00
6133,838324385,FCO,2025-02-18 23:00:00
6134,412974078,LIS,2025-01-16 11:00:00
6135,362648907,LTN,2025-03-02 03:00:00
6136,405417222,MXP,2025-01-02 05:00:00
6137,344505434,AMS,2025-01-28 19:00:00
6138,840813884,LTN,2025-02-16 12:00:00
6139,992934706,CDG,2025-01-07 10:00:00
6140,671935676,LTN,2025-02-16 03:00:00
6141,967135288,LGW,2025-01-05 11:00:00
6142,194179461,LTN,2025-02-03 01:00:00
6143,174832676,LGW,2025-01-30 20:00:00
6144,909597356,LIS,2025-02-18 04:00:00
6145,120705753,ORY,2025-01-22 19:00:00
6146,474795796,FCO,2025-01-22 12:00:00
6147,664942998,LTN,2025-01-04 17:00:00
6148,215585837,ORY,2025-02-08 21:00:00
6149,274800168,CDG,2025-02-22 14:00:00
6150,332226212,LHR,2025-02-27 13:00:00
6151,452955948,CDG,2025-01-06 05:00:00
6152,816243006,MXP,2025-01-15 08:00:00
6153,765658221,LHR,2025-02-24 15:00:00
6154,998402643,FCO,2025-02-27 02:00:00
6155,931172401,LGW,2025-01-02 04:00:00
6156,490814393,MXP,2025-01-07 15:00:00
6157,632266395,LGW,2025-01-14 05:00:00
6158,251180087,LGW,2025-02-10 17:00:00
6159,605729181,FCO,2025-01-20 12:00:00
6160,928176697,FRA,2025-01-06 17:00:00
6161,674176534,LHR,2025-01-23 07:00:00
6162,680781763,FRA,2025-01-02 14:00:00
6163,712904633,ORY,2025-01-22 22:00:00
6164,818383014,LTN,2025-02-18 21:00:00
6165,382430879,FRA,2025-02-22 01:00:00
6166,580046371,MXP,2025-02-24 03:00:00
6167,514860210,LHR,2025-01-16 07:00:00
6168,537159101,CDG,2025-02-25 04:00:00
6169,280510512,LHR,2025-01-27 02:00:00
6170,379309009,FCO,2025-01-02 09:00:00
6171,267772143,FRA,2025-01-15 19:00:00
6172,753278871,CDG,2025-01-17 18:00:00
6173,406783336,LHR,2025-02-20 17:00:00
6174,316482309,LTN,2025-02-17 08:00:00
6175,604292356,FRA,2025-02-20 13:00:00
6176,792452189,MXP,2025-01-01 20:00:00
6177,885627142,LGW,2025-01-18 15:00:00
6178,921403890,LGW,2025-01-17 23:00:00
6179,175221962,LHR,2025-01-24 12:00:00
6180,594824742,LHR,2025-01-25 23:00:00
6181,106940227,MXP,2025-02-24 21:00:00
6182,858296391,LIS,2025-03-01 13:00:00
6183,507280055,ORY,2025-03-01 19:00:00
6184,617922921,MXP,2025-01-03 14:00:00
6185,478029420,CDG,2025-01-11 01:00:00
6186,676556319,MXP,2025-02-17 19:00:00
6187,667632741,LHR,2025-01-17 08:00:00
6188,622621151,FRA,2025-01-16 17:00:00
6189,941126136,FRA,2025-02-01 17:00:00
6190,180325664,LHR,2025-02-04 13:00:00
6191,554261508,MXP,2025-01-09 03:00:00
6192,290916584,ORY,2025-01-05 13:00:00
6193,124093048,FRA,2025-01-22 03:00:00
6194,786675481,FRA,2025-01-05 03:00:00
6195,630963109,AMS,2025-02-28 13:00:00
6196,710587270,FCO,2025-01-17 05:00:00
6197,476436039,LHR,2025-02-20 09:00:00
6198,876200882,ORY,2025-02-08 16:00:00
6199,290717321,LGW,2025-01-23 14:00:00
6200,440376304,LTN,2025-02-10 06:00:00
6201,286427285,LTN,2025-02-17 16:00:00
6202,668421437,LTN,2025-01-21 06:00:00
6203,468762450,ORY,2025-02-20 16:00:00
6204,867811931,LGW,2025-01-04 03:00:00
6205,121824529,FCO,2025-01-20 21:00:00
6206,488895393,LGW,2025-01-01 19:00:00
6207,265558168,LTN,2025-02-05 00:00:00
6208,484527696,LHR,2025-02-10 16:00:00
6209,316255992,LHR,2025-02-24 17:00:00
6210,364001817,LTN,2025-02-06 14:00:00
6211,276203970,LIS,2025-02-06 20:00:00
6212,636288689,ORY,2025-02-27 18:00:00
6213,171016257,AMS,2025-01-29 12:00:00
6214,552304566,LIS,2025-02-07 00:00:00
6215,689953222,CDG,2025-01-02 13:00:00
6216,360214628,CDG,2025-02-26 07:00:00
6217,868540047,CDG,2025-01-04 08:00:00
6218,248053587,LHR,2025-01-21 14:00:00
6219,356868575,LGW,2025-01-13 00:00:00
6220,801480418,CDG,2025-02-18 06:00:00
6221,852972680,ORY,2025-01-16 09:00:00
6222,647620096,AMS,2025-02-28 09:00:00
6223,261992034,MXP,2025-02-01 03:00:00
6224,295176094,LGW,2025-02-09 22:00:00
6225,164323220,LHR,2025-02-09 03:00:00
6226,723415514,LHR,2025-03-02 02:00:00
6227,627376897,AMS,2025-01-28 04:00:00
6228,926772239,CDG,2025-02-14 22:00:00
6229,393096469,LHR,2025-02-17 17:00:00
6230,979822925,FCO,2025-02-09 17:00:00
6231,775971292,CDG,2025-02-20 14:00:00
6232,998478271,LTN,2025-02-19 05:00:00
6233,174430597,LTN,2025-02-10 14:00:00
6234,292803476,MXP,2025-02-02 13:00:00
6235,642310271,MXP,2025-01-14 16:00:00
6236,684207760,LIS,2025-01-28 15:00:00
6237,604678779,AMS,2025-02-07 17:00:00
6238,381158638,FRA,2025-01-21 15:00:00
6239,285423398,LIS,2025-01-24 05:00:00
6240,372094013,LIS,2025-01-22 00:00:00
6241,319783170,CDG,2025-02-13 00:00:00
6242,166160516,LTN,2025-01-29 17:00:00
6243,209958347,ORY,2025-02-20 03:00:00
6244,853932458,LHR,2025-02-11 15:00:00
6245,743247055,LHR,2025-01-14 23:00:00
6246,683900157,FCO,2025-02-17 13:00:00
6247,787832832,LHR,2025-02-20 00:00:00
6248,468159828,LGW,2025-02-14 03:00:00
6249,693626347,LIS,2025-01-26 20:00:00
6250,871593741,LGW,2025-01-04 13:00:00
6251,836533315,CDG,2025-01-07 18:00:00
6252,896351602,AMS,2025-01-20 20:00:00
6253,816449203,MXP,2025-02-01 16:00:00
6254,819402669,LHR,2025-01-20 16:00:00
6255,985843449,CDG,2025-01-27 20:00:00
6256,658680360,FRA,2025-02-19 17:00:00
6257,314483074,CDG,2025-01-05 17:00:00
6258,316715548,AMS,2025-02-10 04:00:00
6259,895832450,CDG,2025-01-07 08:00:00
6260,935568208,MXP,2025-01-14 15:00:00
6261,218344999,ORY,2025-01-19 08:00:00
6262,800733102,LHR,2025-01-30 16:00:00
6263,990595920,LGW,2025-01-05 15:00:00
6264,995200069,LIS,2025-02-20 22:00:00
6265,124982144,FRA,2025-02-04 06:00:00
6266,261365077,CDG,2025-01-20 04:00:00
6267,908344086,LHR,2025-02-19 04:00:00
6268,318998811,LIS,2025-03-01 11:00:00
6269,829547880,LIS,2025-02-27 06:00:00
6270,730418920,AMS,2025-01-08 09:00:00
6271,252296893,MXP,2025-01-16 15:00:00
6272,867293093,LTN,2025-02-13 12:00:00
6273,478668167,MXP,2025-01-09 21:00:00
6274,174984031,LHR,2025-01-17 23:00:00
6275,898374167,AMS,2025-02-16 08:00:00
6276,671410235,MXP,2025-02-27 18:00:00
6277,801281931,AMS,2025-02-07 07:00:00
6278,741872634,AMS,2025-02-22 20:00:00
6279,659062678,LIS,2025-01-09 10:00:00
6280,387822349,LIS,2025-02-01 18:00:00
6281,617727020,LHR,2025-01-20 23:00:00
6282,271747866,ORY,2025-01-07 10:00:00
6283,104072043,ORY,2025-02-17 07:00:00
6284,405453621,CDG,2025-03-01 16:00:00
6285,225489168,LTN,2025-02-22 18:00:00
6286,203054270,MXP,2025-01-10 01:00:00
6287,964289637,FCO,2025-02-22 14:00:00
6288,364812435,LGW,2025-01-16 05:00:00
6289,111565521,CDG,2025-01-20 00:00:00
6290,481879504,FRA,2025-02-11 06:00:00
6291,466316059,AMS,2025-01-31 07:00:00
6292,436462304,AMS,2025-02-13 22:00:00
6293,178693021,MXP,2025-02-27 15:00:00
6294,853525694,LGW,2025-02-09 00:00:00
6295,232531110,CDG,2025-02-28 00:00:00
6296,509328294,AMS,2025-01-26 23:00:00
6297,227458308,ORY,2025-02-22 23:00:00
6298,204559925,MXP,2025-02-14 14:00:00
6299,388857887,AMS,2025-02-19 18:00:00
6300,541747658,MXP,2025-02-03 09:00:00
6301,538597793,ORY,2025-02-01 12:00:00
6302,359757842,FCO,2025-02-05 20:00:00
6303,912967130,CDG,2025-01-26 01:00:00
6304,264780521,FRA,2025-01-18 21:00:00
6305,689782935,ORY,2025-01-28 13:00:00
6306,603002747,CDG,2025-02-19 09:00:00
6307,411532316,ORY,2025-01-17 06:00:00
6308,216666707,LHR,2025-02-08 19:00:00
6309,671694801,FCO,2025-02-23 10:00:00
6310,677010484,FRA,2025-01-27 01:00:00
6311,428403158,LGW,2025-02-25 13:00:00
6312,839655857,CDG,2025-01-03 07:00:00
6313,692680867,MXP,2025-02-11 23:00:00
6314,839964373,LHR,2025-01-07 19:00:00
6315,632693186,LTN,2025-02-23 05:00:00
6316,718505993,LGW,2025-02-23 11:00:00
6317,754264250,ORY,2025-01-10 19:00:00
6318,140210063,AMS,2025-01-20 14:00:00
6319,928690671,LHR,2025-01-03 14:00:00
6320,902453450,LHR,2025-03-01 16:00:00
6321,525852151,ORY,2025-02-08 00:00:00
6322,901586310,CDG,2025-01-02 06:00:00
6323,920658155,CDG,2025-02-04 05:00:00
6324,139754826,ORY,2025-01-28 11:00:00
6325,309253472,LTN,2025-01-19 23:00:00
6326,354880095,LTN,2025-01-03 07:00:00
6327,179249807,LTN,2025-01-09 21:00:00
6328,166711531,AMS,2025-01-26 15:00:00
6329,428581547,LGW,2025-01-07 09:00:00
6330,419872289,ORY,2025-01-04 21:00:00
6331,787226815,LTN,2025-02-27 23:00:00
6332,914419656,LIS,2025-01-06 11:00:00
6333,875538906,ORY,2025-02-03 06:00:00
6334,418286386,LIS,2025-01-31 21:00:00
6335,156305107,LIS,2025-01-09 09:00:00
6336,786070090,LIS,2025-02-03 07:00:00
6337,204133593,ORY,2025-02-25 00:00:00
6338,428799927,FRA,2025-02-18 23:00:00
6339,652364530,LGW,2025-01-02 02:00:00
6340,281265577,LGW,2025-02-07 21:00:00
6341,961602869,LHR,2025-01-04 08:00:00
6342,294282054,LHR,2025-01-03 08:00:00
6343,333809686,LHR,2025-03-01 14:00:00
6344,980848775,AMS,2025-01-20 04:00:00
6345,113940280,LIS,2025-01-07 16:00:00
6346,882773826,CDG,2025-02-01 11:00:00
6347,530923113,LIS,2025-02-24 13:00:00
6348,258305426,AMS,2025-02-05 20:00:00
6349,392668760,LHR,2025-01-08 22:00:00
6350,294856201,ORY,2025-01-10 04:00:00
6351,117166948,CDG,2025-02-03 16:00:00
6352,832162635,LIS,2025-01-06 09:00:00
6353,910834931,LTN,2025-02-06 07:00:00
6354,863988458,LTN,2025-02-05 03:00:00
6355,593081622,LHR,2025-02-23 07:00:00
6356,529583093,LTN,2025-02-05 16:00:00
6357,360780707,LTN,2025-01-16 20:00:00
6358,678081984,CDG,2025-01-13 03:00:00
6359,332240596,LGW,2025-01-21 05:00:00
6360,790615797,FRA,2025-01-09 13:00:00
6361,853399747,ORY,2025-02-02 18:00:00
6362,431557464,LHR,2025-02-07 09:00:00
6363,506689683,CDG,2025-02-24 10:00:00
6364,692969708,LTN,2025-01-26 07:00:00
6365,296350977,MXP,2025-02-28 17:00:00
6366,249927824,FRA,2025-01-06 07:00:00
6367,187167517,CDG,2025-01-18 04:00:00
6368,259317954,FRA,2025-01-13 23:00:00
6369,236829392,FCO,2025-02-05 12:00:00
6370,352561469,LGW,2025-01-24 04:00:00
6371,101408190,AMS,2025-01-18 02:00:00
6372,304790770,LHR,2025-01-23 03:00:00
6373,592788688,LHR,2025-02-18 16:00:00
6374,119102558,FRA,2025-02-24 19:00:00
6375,777718366,LIS,2025-01-02 04:00:00
6376,141223931,LGW,2025-02-24 13:00:00
6377,738150236,LIS,2025-01-13 14:00:00
6378,628717422,LTN,2025-02-08 20:00:00
6379,297459661,LTN,2025-01-15 06:00:00
6380,355472289,LTN,2025-02-25 18:00:00
6381,251947541,AMS,2025-02-23 06:00:00
6382,910998719,LTN,2025-02-15 03:00:00
6383,331296139,LTN,2025-01-27 12:00:00
6384,401548556,CDG,2025-02-25 13:00:00
6385,445496993,LTN,2025-02-08 15:00:00
6386,567350965,LIS,2025-01-31 22:00:00
6387,654698168,MXP,2025-01-17 03:00:00
6388,801759869,ORY,2025-03-01 18:00:00
6389,727557300,LIS,2025-01-16 17:00:00
6390,520384625,FCO,2025-01-17 22:00:00
6391,507625893,ORY,2025-01-28 01:00:00
6392,471769102,MXP,2025-02-20 15:00:00
6393,270705567,LIS,2025-02-04 07:00:00
6394,748543570,LGW,2025-02-28 12:00:00
6395,125345962,LIS,2025-01-12 07:00:00
6396,586265517,FCO,2025-02-25 17:00:00
6397,540612826,LTN,2025-01-12 00:00:00
6398,708390596,MXP,2025-01-18 22:00:00
6399,916449287,LGW,2025-01-12 15:00:00
6400,616570867,LGW,2025-02-18 05:00:00
6401,800936335,CDG,2025-01-07 09:00:00
6402,602510585,LHR,2025-02-07 20:00:00
6403,614692188,FRA,2025-02-05 03:00:00
6404,293071162,LGW,2025-02-09 20:00:00
6405,701125761,LIS,2025-02-02 01:00:00
6406,197736761,MXP,2025-01-27 10:00:00
6407,221131027,FRA,2025-01-20 06:00:00
6408,753574575,LTN,2025-02-22 05:00:00
6409,844327970,LHR,2025-02-21 16:00:00
6410,639853307,FCO,2025-01-10 08:00:00
6411,958986077,CDG,2025-02-09 00:00:00
6412,579231057,FCO,2025-02-17 12:00:00
6413,332087856,LGW,2025-01-25 15:00:00
6414,642597449,AMS,2025-02-07 07:00:00
6415,149206981,CDG,2025-02-14 09:00:00
6416,475344093,AMS,2025-01-22 12:00:00
6417,771476510,FCO,2025-02-05 10:00:00
6418,480835967,LTN,2025-02-28 00:00:00
6419,227460654,FRA,2025-01-22 04:00:00
6420,808991300,ORY,2025-01-11 04:00:00
6421,113546283,AMS,2025-02-19 15:00:00
6422,550509182,AMS,2025-01-22 10:00:00
6423,536011929,FCO,2025-02-03 04:00:00
6424,816557942,FRA,2025-01-03 04:00:00
6425,406811865,LTN,2025-01-02 21:00:00
6426,927794890,CDG,2025-01-27 19:00:00
6427,357801691,FRA,2025-01-14 08:00:00
6428,654888145,MXP,2025-02-19 05:00:00
6429,544983506,LTN,2025-01-28 05:00:00
6430,519355554,AMS,2025-02-09 03:00:00
6431,160505340,AMS,2025-02-13 15:00:00
6432,445289926,FCO,2025-01-02 00:00:00
6433,378739713,LGW,2025-02-15 03:00:00
6434,993272725,ORY,2025-01-04 16:00:00
6435,787319391,AMS,2025-01-26 21:00:00
6436,835402670,FRA,2025-02-20 16:00:00
6437,476397336,LGW,2025-01-23 16:00:00
6438,940402192,LIS,2025-01-17 13:00:00
6439,960918290,MXP,2025-01-08 23:00:00
6440,520536274,MXP,2025-01-06 01:00:00
6441,358250471,AMS,2025-01-14 21:00:00
6442,610258206,CDG,2025-01-26 08:00:00
6443,910566394,AMS,2025-01-06 10:00:00
6444,120930317,LHR,2025-02-13 04:00:00
6445,791014666,AMS,2025-02-02 23:00:00
6446,776672262,LHR,2025-01-20 15:00:00
6447,147093572,ORY,2025-01-23 14:00:00
6448,164950465,LHR,2025-01-08 13:00:00
6449,466233166,ORY,2025-02-16 13:00:00
6450,364795393,AMS,2025-02-25 17:00:00
6451,874662506,MXP,2025-02-18 10:00:00
6452,637320073,FRA,2025-02-13 09:00:00
6453,923562957,LGW,2025-03-02 13:00:00
6454,686669061,AMS,2025-01-04 21:00:00
6455,729309887,FRA,2025-01-07 03:00:00
6456,984813628,FRA,2025-02-17 09:00:00
6457,573922137,LIS,2025-01-26 04:00:00
6458,736026312,CDG,2025-01-10 16:00:00
6459,351574851,LTN,2025-02-07 02:00:00
6460,617044118,FCO,2025-02-26 11:00:00
6461,905731779,FRA,2025-02-07 10:00:00
6462,269848441,FRA,2025-01-02 13:00:00
6463,914680544,FRA,2025-01-31 23:00:00
6464,273060919,AMS,2025-02-11 21:00:00
6465,308225505,CDG,2025-02-08 00:00:00
6466,472176006,FRA,2025-02-14 16:00:00
6467,810619769,LGW,2025-02-17 23:00:00
6468,579432993,AMS,2025-01-21 21:00:00
6469,341947610,LGW,2025-02-02 22:00:00
6470,454864365,LTN,2025-02-22 02:00:00
6471,478618688,LHR,2025-02-22 13:00:00
6472,410213218,AMS,2025-01-06 14:00:00
6473,962986995,ORY,2025-01-10 09:00:00
6474,676664723,LIS,2025-01-11 17:00:00
6475,172046859,FCO,2025-01-14 02:00:00
6476,383632925,FRA,2025-01-16 07:00:00
6477,237080358,CDG,2025-03-02 13:00:00
6478,961109044,FCO,2025-01-31 22:00:00
6479,421722738,FCO,2025-02-08 02:00:00
6480,239358402,LHR,2025-01-10 05:00:00
6481,774881267,FRA,2025-02-13 21:00:00
6482,508263771,FRA,2025-02-03 07:00:00
6483,225526307,LHR,2025-02-10 02:00:00
6484,902373646,FCO,2025-02-17 04:00:00
6485,976828176,ORY,2025-02-04 00:00:00
6486,633792589,LHR,2025-02-24 17:00:00
6487,801217000,CDG,2025-01-13 06:00:00
6488,559984277,FCO,2025-02-20 19:00:00
6489,728478370,LGW,2025-02-14 14:00:00
